assignment_id,split,protocol_id,seed,partition_key,prompt_sha256,is_reserve,matrix_id,hc_id,hd_id,ot_id
CBV15C-0110,Train,CB12_PARTITION_V1,12026,efff7ba8b93820a7d8c9697efc8f0dd32eb8a0cdfbd846a30ee6fd0eac1953b3,c30721a024084079d7959da5f0983620da76f87be887fbea1383fd48e8c081a4,False,V15C-HC3-HD1-OT14,HC3,HD1,OT14
CBV15C-0111,Train,CB12_PARTITION_V1,12026,594d92b8312c206706e000c394a23902a441372647ba15c49226e609a091cb3f,08dcdb5c53637624a1f94b1327b4d21986b03059083b479602c4ee920a90b7f7,False,V15C-HC5-HD4-OT8,HC5,HD4,OT8
CBV15C-0112,Test1,CB12_PARTITION_V1,12026,90479b240759ea2f4cad3b935f80b8397d0191296cc77f167ee0a900ea3fa242,a3312aa02382fe8667cb051cc1595a2439573e4516e14d5a698661f05d8d1cff,False,V15C-HC2-HD2-OT3,HC2,HD2,OT3
CBV15C-0113,Test1,CB12_PARTITION_V1,12026,2917a61da9a319c5905f5906c9103a142cce3a5891a6b8b446b81eb8b247ad8e,e7401426fbc6afac68e75e0b77d0acc930b951d18c0f66eed36c6feeec931d4f,False,V15C-HC6-HD5-OT15,HC6,HD5,OT15
CBV15C-0115,Train,CB12_PARTITION_V1,12026,1455596c5015d6df9ada558ef7ad398ac03f351cb2a24f31cf2685c6bb366c92,0c01faf65addcfba3e16a9a37c0833d193e069a7ac7b66a7a9798772d510af51,False,V15C-HC7-HD3-OT11,HC7,HD3,OT11
CBV15C-0116,Train,CB12_PARTITION_V1,12026,49909f3a99cf12235f344d4db087abcb961072c9fe3dd3ee10145934132ba75c,9e66cf03f045f8d3ffc1ddb228526c931e703e338ccee068e4d09f53d1feaf1a,False,V15C-HC8-HD6-OT5,HC8,HD6,OT5
CBV15C-0117,Test2,CB12_PARTITION_V1,12026,0913fbd30200c7acb38a170b9f06c55e1edda1b84eabdf75c4f1b10f1c71a02f,2915a4f00adf97577195d8e3371fbabb979b7d660c64364e7fdd4d5e4d348504,False,V15C-HC3-HD8-OT2,HC3,HD8,OT2
CBV15C-0118,Train,CB12_PARTITION_V1,12026,14205a5f5341f27125e2d21e09ba87952fba0f3bd96e977ac7ce85cc65c18fc8,f7fed8e8f9e1dfff6edb7554a981a4792325d6f611fa81cc88e178ebb0c96a27,False,V15C-HC4-HD2-OT1,HC4,HD2,OT1
CBV15C-0119,Test3,CB12_PARTITION_V1,12026,fb3dcebc29c3ba57fa450c0e33a52b377c10542e56f53585c8b2aea941dd1eb0,850874a3897bca9b39b4eb45b57fa4b41e6491822e65a3d80c49695611b8ad0b,False,V15C-HC9-HD5-OT6,HC9,HD5,OT6
CBV15C-0121,Train,CB12_PARTITION_V1,12026,109ebab7b22b2bd795e35ad3fe09f2a9f90493fb0517a245eb0b98640a28c2ae,75da1a197cd98bef4c07268a319d9f2163704eb93847ef063bb5d27fd432d454,False,V15C-HC6-HD4-OT6,HC6,HD4,OT6
CBV15C-0122,Test3,CB12_PARTITION_V1,12026,4939e21e1467d4f1c8ffec8f0f915fc233c597423eb3d10e07d7f988d4ef2e8e,2e918a2f18f69c924b02a08bc974611daaf053900515f6e132d35dee2564606f,False,V15C-HC2-HD3-OT15,HC2,HD3,OT15
CBV15C-0123,Test4,CB12_PARTITION_V1,12026,21c96e627e17f782475852dc0cacb6556b6d4fd29a2fd948de4368529c860823,fa7e61a155a23bfaaa44be82c4bc37b9ddd2da78748011d6140b9d38e4aebb37,False,V15C-HC3-HD1-OT15,HC3,HD1,OT15
CBV15C-0125,Test2,CB12_PARTITION_V1,12026,f04dde0ab867f422ee9ea7f456dc939180531d174a1c03c5ca30277ff309767e,653045c9bcb8a3cb044b90a923760d16a1d2b1619158e5095b4ea2cc8c6177a2,False,V15C-HC5-HD2-OT15,HC5,HD2,OT15
CBV15C-0126,Train,CB12_PARTITION_V1,12026,9fffae366c6c25c1579e43fa5e98c48cd1af8a7dd7ed4d432a6d5fae5a54f92a,617f66498f6e160faa5efd8701b30fcf937d03ab9c0d6fec0427b0e4e6b8ade5,False,V15C-HC7-HD6-OT6,HC7,HD6,OT6
CBV15C-0127,Train,CB12_PARTITION_V1,12026,42273a3566f52c312f0c29b5548040da5e8b050ca33b511ee6bb3b0ee4a639ca,f9c9e960fbbd8f07ccd4b892c7250c0e702d6ab592fc04754487794871b20534,False,V15C-HC8-HD7-OT14,HC8,HD7,OT14
CBV15C-0128,Train,CB12_PARTITION_V1,12026,3ec121eb7f43996c18f14931411e6f288a0d8d95df224c61f93388e36fdbf4c3,8511ba1a94e72ebef127faf138733997230cb5f4f0c10787ddb6347683bf790a,False,V15C-HC9-HD5-OT6,HC9,HD5,OT6
CBV15C-0129,Train,CB12_PARTITION_V1,12026,0e912de291e36487cf7c20e6a6b96fb0a45b1772da628929bf6837d09fa05b7e,d6cbf056fdf71b00d7bbb5fed7879613b73eb7b7c683a7c7e2fc315900109628,False,V15C-HC4-HD3-OT9,HC4,HD3,OT9
CBV15C-0130,Train,CB12_PARTITION_V1,12026,3845c4169cfc6efc22b0cb7c63aff40723129efb9cd16be7608ddf1b05e20b3e,7c5c316472c5a94b10e2f526e78c2dba5aeb5d21b4cbedc837e826fd85f4599e,False,V15C-HC6-HD8-OT10,HC6,HD8,OT10
CBV15C-0132,Train,CB12_PARTITION_V1,12026,ba633a0757dbc060f33e0f5d62b676f3be3ed039a03525691a8d6e68722d769a,7cbef809b9a42aa66fc7b58d6a533baaca44c4cebd957010a7f36813639067dd,False,V15C-HC3-HD1-OT1,HC3,HD1,OT1
CBV15C-0133,Test3,CB12_PARTITION_V1,12026,955a09979822f98381c6544401eef6f79d6087e60a4319d54c295e4f818db64e,e9f3d909aba3b76331431f5a96c386e86d05cf8f168dc3bedf789338b7d17a55,False,V15C-HC5-HD4-OT8,HC5,HD4,OT8
CBV15C-0134,Test4,CB12_PARTITION_V1,12026,7ace7d61ef8f7a4393eb27482095056c10522c1e41d4a7b8996322d364791cce,63e2d6081880e384298e03c46a487b512e362ba7218c97ef143cbe407be988ff,False,V15C-HC1-HD3-OT5,HC1,HD3,OT5
CBV15C-0135,Test3,CB12_PARTITION_V1,12026,a2dd817b2450be351a3e02ac4de9cee20194fc70d40f0f5773d2ab762cabbbbc,042ec687a0c956c506ffec3ab1564b6e8307093b581c4af0dc82be85f3f8ff7a,False,V15C-HC8-HD6-OT8,HC8,HD6,OT8
CBV15C-0136,Train,CB12_PARTITION_V1,12026,f96ee9f31719597141b1201a8e286f97de96bc7621af644c2b86ca27319f566d,80ec2254a0c36d0f07e77e9c59d204fab8feb7658fb8cfa46389e9280f1765d8,False,V15C-HC7-HD3-OT14,HC7,HD3,OT14
CBV15C-0137,Test3,CB12_PARTITION_V1,12026,d29e7430ac5119f33737cf19292c90344005512a823515f9c01042a6d2a43e5b,d7f45e5209c9057c9c8ad0c8fb852cac7bd99129f7b60858a284b5e04ff6c35b,False,V15C-HC3-HD2-OT3,HC3,HD2,OT3
CBV15C-0139,Train,CB12_PARTITION_V1,12026,def646f75a1bd57f26e80c88dd014c61d75e93f27183548566ad2e7239b06ae3,adec99a40d94e688a3455b0428712e622a7724b58f0b06965d58695cd056ee2e,False,V15C-HC2-HD4-OT3,HC2,HD4,OT3
CBV15C-0141,Train,CB12_PARTITION_V1,12026,8e71ce262cba01fbad6dbd06f19d0771b280cac6f180e406b4c817ae70ca5119,b28a01c429ec54c7a8b33c0daa47d6dab6bc024daa708cf592400e754736348d,False,V15C-HC9-HD5-OT11,HC9,HD5,OT11
CBV15C-0142,Train,CB12_PARTITION_V1,12026,06373758d0a94b2c12a281cc63b471671b3a7c8e72e159b6bbccf898bfe3a289,05a324b41b2c490b0f862599d9213db5ee445fc702472c70b0230e699d688cd7,False,V15C-HC3-HD8-OT6,HC3,HD8,OT6
CBV15C-0143,Test3,CB12_PARTITION_V1,12026,1053c7ca4e54cc3ca3823648977a855d462d8e2d5e216751df8b49860e946a0b,9d8219b2bbf5985e5805f1963ac761d21f5d29b7d6904106adead8957b4e5c42,False,V15C-HC4-HD3-OT15,HC4,HD3,OT15
CBV15C-0144,Train,CB12_PARTITION_V1,12026,93df57193c4d7abf33cf864d225c9924cfea8ceba509839cabc395e024b36907,ad47fdffbef1a84c99aa6c6ce11769c5c8b2e9b98415761dc11d450ee2864e8e,False,V15C-HC1-HD1-OT6,HC1,HD1,OT6
CBV15C-0145,Train,CB12_PARTITION_V1,12026,763c5a93b7217be910ca12d6bf3d360f226d513f58c635f8b2995160aec1db7b,c4722b3ef2e5ee6e31f00a535d434e39558fabacdf0c47a0d8b278c7a8b44ee3,False,V15C-HC8-HD2-OT12,HC8,HD2,OT12
CBV15C-0146,Test1,CB12_PARTITION_V1,12026,663317eae1c6a2b04098b28d776f3db513fb527a8561a1e6e1a37967dc108385,e908dc1be002c0eeccef373a3ebf957bcc2494dcd804638ea59004f0a418a2a6,False,V15C-HC7-HD6-OT8,HC7,HD6,OT8
CBV15C-0147,Test4,CB12_PARTITION_V1,12026,4d78877bb4499a0b379d860198af0d6389d53c43b96a96a832956c29c36b8b40,6114d655ea4d9c7641537a08db470cc7296ce37255f64b8671ff0239ca24e4db,False,V15C-HC2-HD4-OT15,HC2,HD4,OT15
CBV15C-0148,Test2,CB12_PARTITION_V1,12026,f1871c2c726db69a59baa4387b5daaf20cf4d994759be11f0454cd53752a2d98,6f1fabb30f33b72e1f496463a9be37969c4daa23a9923a23eca75350a015e56b,False,V15C-HC6-HD3-OT15,HC6,HD3,OT15
CBV15C-0149,Test3,CB12_PARTITION_V1,12026,85ca50b9ebfa5fd8f09892272a602f19de107f36e31f9567d32cf0f4edcc85be,eed9053be509e58f244549a6fe53923b91cf83ef0d3b5b339e2de725168efa2c,False,V15C-HC5-HD7-OT13,HC5,HD7,OT13
CBV15C-0150,Train,CB12_PARTITION_V1,12026,d53b30099b9c5d14e502afe40d552a51c1d9534e10b22cdfd86da633bc7371fc,2955f767838f70909ab0c1b8e54cbe75ae1cd31d1821dff2eac9adefd85f145f,False,V15C-HC3-HD1-OT6,HC3,HD1,OT6
CBV15C-0151,Test3,CB12_PARTITION_V1,12026,abc678be0710f59b377c49dce2b51bd2cd8cfea452054e5a549d200aaf292978,9499f7d19e8a196436417beacac401eebf9a5ed37270627ff10a3b765cb68f7e,False,V15C-HC1-HD4-OT6,HC1,HD4,OT6
CBV15C-0152,Test1,CB12_PARTITION_V1,12026,1073e18a297f923ec2006f04ea0e2995356c9f2140a01fee1d22f8967804476e,91b0f37dc6bc8fec2f2ed011b18ea75e87923e1c20e740df5cc8e57031dd62e0,False,V15C-HC5-HD2-OT7,HC5,HD2,OT7
CBV15C-0153,Test3,CB12_PARTITION_V1,12026,a7416dc1a3ebb8b6a92412d3c1d0e91af5d280a0e78a6a9b530f7a0ab62ac838,a7f13a2bfd3d0083b0d26348da39a448b99a398380892b0f8e15adddd685db0b,False,V15C-HC3-HD3-OT2,HC3,HD3,OT2
CBV15C-0154,Train,CB12_PARTITION_V1,12026,933d0b953d57c3b9f2ed40e53baf73638a0d0f87880b65534d687dcbf27f4ff0,9d9fdd1a8b06ed7f56870bd56e08b666211f891c3470ffe33a53a12eb6907d17,False,V15C-HC4-HD8-OT14,HC4,HD8,OT14
CBV15C-0155,Test2,CB12_PARTITION_V1,12026,9e35e8abedc4a32a84699d2ad0c9ab60e0d9d94cb85ec1f2da25c26fb65f2256,7358e953fe16f6d01bed07ad2dacdf88ba06cb7a7275ee3cb0844eebd5d0f871,False,V15C-HC2-HD1-OT4,HC2,HD1,OT4
CBV15C-0156,Test4,CB12_PARTITION_V1,12026,df023f1aa1b098249879eb66ed6821b25432cba013ea35ca58b062ae19676d69,a2adbb8c6edf517a123a46edd64a9e1c1ec549f38694195e9cbed638e41dd984,False,V15C-HC6-HD5-OT5,HC6,HD5,OT5
CBV15C-0157,Train,CB12_PARTITION_V1,12026,9b369de9ea3f3c52d9a0f721884fa7bd528fd480fd67926fb714e0f523174ca1,a7c709976f0c7a1dcf78b923398c40b5e618ffc54aa1b6c0372ef262909d62f7,False,V15C-HC9-HD6-OT2,HC9,HD6,OT2
CBV15C-0158,Test2,CB12_PARTITION_V1,12026,f935580517df797b2c9e648ae3c08407fdeb4b0f61121129f08e15eef7c6b584,180005a56199a1edaad8951b8363bd72bd9ee69b6b19fc1c0d6d21e8d4dc4ca0,False,V15C-HC7-HD2-OT11,HC7,HD2,OT11
CBV15C-0159,Train,CB12_PARTITION_V1,12026,488832aac2c0cc86a11f37173c0756b4b613a265ca35eb9e54754460eba04c3f,2f596bdf83678e4494fa2d2e35e45c77b681f5ff7925f7ce21b918b23f2f8114,False,V15C-HC8-HD4-OT5,HC8,HD4,OT5
CBV15C-0160,Test1,CB12_PARTITION_V1,12026,89da1bdecf4c4b7c8fe4801031c28d95b51eeba191c52d44a3d55b7f90450db4,5e15818d8dd895b9d17610c4b02d14fbd67e925bb1f5a67253bfa7ce0382cac5,False,V15C-HC5-HD3-OT6,HC5,HD3,OT6
CBV15C-0161,Train,CB12_PARTITION_V1,12026,a0ac2df346aeec0aefaeaef290d41749547eee521aadb8e5575094c32d342734,64f54ccebc463201b43f62c144ae8360fab5495591eddc6a7116e5c4411fce11,False,V15C-HC3-HD3-OT3,HC3,HD3,OT3
CBV15C-0162,Test1,CB12_PARTITION_V1,12026,76acaaa8f14ba8c510746695e6e9d7afa631986f5244c8c7cb475aa156219118,8073e64f65cfa9808102e2dd121c69426c22a9f44e99d06bd37ceef954bfe076,False,V15C-HC6-HD5-OT8,HC6,HD5,OT8
CBV15C-0163,Train,CB12_PARTITION_V1,12026,34be16928a9d0a9a2aed5eb290900e42e7b112dcf96e1514485dfa701375d854,961d76ed66124090a44a44364b98a5677a409c2a99f5bfb0636a16d53190624c,False,V15C-HC2-HD1-OT5,HC2,HD1,OT5
CBV15C-0164,Test4,CB12_PARTITION_V1,12026,3786fd8e42bd3f41be043d1ce824904d6b8894928a631ef840f8595792300193,907babe4327dbceacfc0eebc875465d2e8e84bfb061d003d53c0912e02befe8d,False,V15C-HC1-HD7-OT5,HC1,HD7,OT5
CBV15C-0165,Train,CB12_PARTITION_V1,12026,56a28f1b847530a8cdefd4ecc138eac2c5446dbeaabfa0a76c3a79c954308e55,245fa73dd5498b90e2dec35271008417d03ca045256d19c42ca67f56d76b9c84,False,V15C-HC8-HD2-OT8,HC8,HD2,OT8
CBV15C-0166,Test2,CB12_PARTITION_V1,12026,d82309be583d867b5104e707429e7fa75fe794473fcca2107dfa3d87998c399c,59dfde88f65c40643b88bf410e63a7740a496315cd7e2659b14fc27604b30ca7,False,V15C-HC7-HD6-OT6,HC7,HD6,OT6
CBV15C-0167,Test1,CB12_PARTITION_V1,12026,f1f342b1e52012d7894d1f25637969cf513cebaf7df2b856225ac58fdcb38841,3e12400f90379889a520155149affa3fcc4045d39477d7b705fc51ede1042583,False,V15C-HC4-HD4-OT6,HC4,HD4,OT6
CBV15C-0168,Test2,CB12_PARTITION_V1,12026,362611dcec7f8bcd620e4e50906ed7719ac67819d90ff24cc90696d988f9a383,f0687ebf91927fecd30268f94683689e63bafa9f7ae5a8b598d05b98fc189606,False,V15C-HC9-HD7-OT8,HC9,HD7,OT8
CBV15C-0169,Train,CB12_PARTITION_V1,12026,a6ba4ad41371b4e3eeffa593b98713025c097a889b035f8cacc6c89d67040280,90d1cb932d52af6c18224363fb44450f3c5f096268827f872b410cd3c470965b,False,V15C-HC3-HD8-OT1,HC3,HD8,OT1
CBV15C-0170,Train,CB12_PARTITION_V1,12026,052b0325631267e67f7373d69d73e67345717c2ba907b051c8986e9f8420d052,3a370567411b8fe5f384ae056edd3f27dce3dd32b9aaefb7caf79320e5a34c35,False,V15C-HC5-HD3-OT8,HC5,HD3,OT8
CBV15C-0171,Train,CB12_PARTITION_V1,12026,0e7e0f9c5f85d30efe94ab7cef329d3b97673dfd7c730a71ba3d1a3d3ac95101,77707206090513bee2915e43fb8d99acdfea0c6b9fed1ff60fca07f023d64b90,False,V15C-HC6-HD4-OT10,HC6,HD4,OT10
CBV15C-0172,Test3,CB12_PARTITION_V1,12026,86851f3c4d3751bcc49268dda3874d9325395dfb28f4a2ba7f41ad782f70e1bd,c67d6f7a5dcb9b0f20182ac389ab35750f11575a5edef6e948786a6f4471b477,False,V15C-HC2-HD1-OT5,HC2,HD1,OT5
CBV15C-0173,Train,CB12_PARTITION_V1,12026,b59b78b61a3066ee4eb745ccb951b449b3bdbc2b29442a0990763bf3774c7bbb,81d06965641d33d3d31afc05afb496be9d9652710b534e07fcb36e4be9411ef5,False,V15C-HC1-HD2-OT6,HC1,HD2,OT6
CBV15C-0174,Train,CB12_PARTITION_V1,12026,c31cccac3daca277d51ff6e43d17ec17ba30ff2d16b76871af09a1e5156d7ba3,367ca3a1f052a193716b8bdd293512d4e781877a8b335d73ddfb4a3c4ee591d1,False,V15C-HC3-HD3-OT15,HC3,HD3,OT15
CBV15C-0175,Test2,CB12_PARTITION_V1,12026,c1b52450c5749ea6bbfdd1f523ab5cbbff948dcd5230d49d819b4c238e89cd02,6115ad4c52b9ddc3078f72042ef17040e3f2a437c079d57caa9a88987bd73d81,False,V15C-HC5-HD4-OT13,HC5,HD4,OT13
CBV15C-0176,Test4,CB12_PARTITION_V1,12026,7688eb40541fac87cc4cebfc172bdf7a597ade8fb2eceadeece3863e9b8722d8,d88230065f04a0010f4127c5f8be1f6996692f0876334f551666e7db1c1091d4,False,V15C-HC7-HD5-OT11,HC7,HD5,OT11
CBV15C-0177,Test4,CB12_PARTITION_V1,12026,1dcccc7fc5bfb803ff1dc137891ef62f6a86554d20f2922c5334887345db3e46,a6ea47b2b5258ba7b85d05582c0e5401a8f70d821c4fd6f596cf7d637966e4e4,False,V15C-HC8-HD6-OT12,HC8,HD6,OT12
CBV15C-0178,Train,CB12_PARTITION_V1,12026,6a719f2948e947706c7081ff28c93ae6ee09a525b922313babb56fe0e39321e3,063474e2c283ddc4792f0cf28e9e212240d84aa2b9b36ab857b00d36a0456aa7,False,V15C-HC3-HD1-OT3,HC3,HD1,OT3
CBV15C-0179,Test1,CB12_PARTITION_V1,12026,395550d942fb207365e37f17404120f295dce20f99f104011623f7304caea55f,84944d048e7a99b616bf2c01ce0fe2d4bb81ce8cfbd2bd904e3035f92db0aecd,False,V15C-HC2-HD2-OT15,HC2,HD2,OT15
CBV15C-0180,Train,CB12_PARTITION_V1,12026,6b2f96df42fc4f132ea1c35e2c5c5933c1bee17410a72cc416959c2a0301f8c2,6dfd41056cfaff74558f511a66da4586550c8079f0cea6da8867f0ad35087669,False,V15C-HC6-HD8-OT6,HC6,HD8,OT6
CBV15C-0181,Train,CB12_PARTITION_V1,12026,fd64a017a1b8549a93deb245299113cc51c18068406af3e56a9181a478c17ae9,51b6c74106aca2cad21793daac1d6dfea7eeb3d8434f69819fd8abc49e91b55a,False,V15C-HC4-HD3-OT14,HC4,HD3,OT14
CBV15C-0182,Train,CB12_PARTITION_V1,12026,33bd4032488a5d6006e25159b898afe5839946617175c141aaa05d72583399d4,7f3400e69c7a80c7ba6f1c051401c925327dad42ba17928064bb35f8f328ed8f,False,V15C-HC9-HD7-OT13,HC9,HD7,OT13
CBV15C-0183,Test3,CB12_PARTITION_V1,12026,82064d6885629db2c2b598dd67b47363bc925e970dd07d31947de294ba8cf17c,0d33127e9018f8b7fcb026b7de77fd5d8b91cbc3c270d01436f9a6d81bcf4f4c,False,V15C-HC5-HD4-OT15,HC5,HD4,OT15
CBV15C-0184,Test3,CB12_PARTITION_V1,12026,a2b9e997a25de972d2b920726b1cb93af4afa97f7bf4ec28cb37436628e2e754,0e93da9b4144ed2a3fa4d52321a6144fe8905863a3c42cb4a0600e6e6a57908e,False,V15C-HC1-HD5-OT14,HC1,HD5,OT14
CBV15C-0185,Test4,CB12_PARTITION_V1,12026,880b98ec16cd93cfa4031b69a803601769ee0e23d636bfcc570f112897577d0e,9dc29c54d2fffedfb3d3ef41c401cee13910a0048dbee2ee98615d9e208211e2,False,V15C-HC3-HD2-OT2,HC3,HD2,OT2
CBV15C-0186,Test3,CB12_PARTITION_V1,12026,2aac5ced878bd65b58ca5d05035f9cd2d9ee884b15695586133b334008dbee69,b49d33d32aa7e3a714a9d34675c46b0ffa6a8f26c54cbe7c354ca1683093a2ee,False,V15C-HC8-HD1-OT8,HC8,HD1,OT8
CBV15C-0187,Train,CB12_PARTITION_V1,12026,31aed436a2985d393618871fbde1ba401f0bb06e62390c790404c8a43e7465aa,af49140316179ff4c49b1cd5cf4d180c3cfb506156862c159303aeaed13bb943,False,V15C-HC7-HD6-OT6,HC7,HD6,OT6
CBV15C-0188,Test4,CB12_PARTITION_V1,12026,f8b6b79e76c0919ffbacb08aa51887cfe1a681f017923aaa7b0a88d11a35fcd6,63f17b39388f4a6a48e4fe333f041f27d102dcbc0e389c3e9d2b80fc776cb2b5,False,V15C-HC2-HD3-OT3,HC2,HD3,OT3
CBV15C-0189,Test2,CB12_PARTITION_V1,12026,8ff1673e778bcf5a893db03c8491ddc93c9020b52cacdf4aabd3c1c358e8769c,af4e3db329ac2129dfd66f388cefbac43bc14a30b7e013b4b9fd66c1048a4bdf,False,V15C-HC6-HD1-OT8,HC6,HD1,OT8
CBV15C-0190,Train,CB12_PARTITION_V1,12026,697834f488015cea655d831fa98a09ee4533fc1dff0fc7c25ae89295637eb5e0,1d144c8e7a7cd83645419b40be2450512db69a0c295208df9e1885e952c1ed10,False,V15C-HC5-HD2-OT6,HC5,HD2,OT6
CBV15C-0192,Test2,CB12_PARTITION_V1,12026,3dd051129e5c22078b676f20b005783165908135a695e0777145b0697ce2500c,e92672171c616c7a3f6173183e5759b96ee68dcb6e1b8733ce472656da2a976f,False,V15C-HC9-HD7-OT13,HC9,HD7,OT13
CBV15C-0193,Test4,CB12_PARTITION_V1,12026,369021f399492186da774db6a0b54669c9602bb9403d99f7921f3eca5db45a94,e139ac4399f388132d0f0a382541dcfdedeefa4e39c2b7efbe128fbd4cbdd88e,False,V15C-HC4-HD8-OT9,HC4,HD8,OT9
CBV15C-0194,Test1,CB12_PARTITION_V1,12026,b9817cf553d230416789d549ea6c65f42d0af00fc9b56dceccb4cbb5dfb93aeb,9c3eeed087c4bc441e036e707e62f48229cb074014eb3624a852590dfb1d0353,False,V15C-HC1-HD3-OT5,HC1,HD3,OT5
CBV15C-0196,Train,CB12_PARTITION_V1,12026,02b02927658c7ba7879d10337e20da006ec75fce686ce0a099c83ee09bc19bfe,391a957c8e41971d025c67e269df91e4ba6bc7ce0012644bff5cbb2623855595,False,V15C-HC7-HD5-OT14,HC7,HD5,OT14
CBV15C-0197,Train,CB12_PARTITION_V1,12026,a3578f5604dacee9478f65e3ddde9686921204579aa91a6e898105494b08d8b4,ad2052b2aaa462401249f0363aebc2b75d2142b45caf98a42fa5db4f14cfa4e7,False,V15C-HC2-HD4-OT4,HC2,HD4,OT4
CBV15C-0198,Train,CB12_PARTITION_V1,12026,c8162124731b7431a6a8aa18bfbf8f9dd2b64781519df5b35231da2368e52373,b99edbdf700ae4dcc49c883d1c36b8877581ead4995bef9b80ac8d9eb62f132c,False,V15C-HC8-HD6-OT5,HC8,HD6,OT5
CBV15C-0199,Test3,CB12_PARTITION_V1,12026,0e289e2399ddc3accb69584e359ef8202e962b9c1a92ccb6146a578bb328d13c,d0eefe831d4b08b73cc8807850a98a5fed141788082a4c71b15de9560826a774,False,V15C-HC6-HD1-OT10,HC6,HD1,OT10
CBV15C-0200,Train,CB12_PARTITION_V1,12026,9436f461c522ef16774e4546658993da5a41e27a170e4419d24fe39d0067c36a,8b4aea503615c8f9ff4f8d62f4b71a1b344086e83bd471bb300a32c53dbd3d8d,False,V15C-HC3-HD2-OT6,HC3,HD2,OT6
CBV15C-0201,Train,CB12_PARTITION_V1,12026,b1f72794e5ed618dae539d7d71487961acea967abdbeb6248c2b12ddbdc074e4,d9865c1aae500bfd7565d3dcc148a2eca01d444947c642cfb16cbc4f215246a5,False,V15C-HC1-HD5-OT5,HC1,HD5,OT5
CBV15C-0202,Train,CB12_PARTITION_V1,12026,797718566cc4f36223f5353706309343b6300ccda7e42c1f3786ae450283c3f1,98f06565b8c35164bd8db6e1cbace3794f0c1b340be04c5af613693534c77ca5,False,V15C-HC5-HD3-OT13,HC5,HD3,OT13
CBV15C-0204,Train,CB12_PARTITION_V1,12026,0bf91898df8c709938733a063703f632fa6e2dc013a54879b4cc29c165d770fe,1a7406372793baac3470a755c09cfd4a7a5df5cea056234edad760d8e53f2aae,False,V15C-HC3-HD2-OT1,HC3,HD2,OT1
CBV15C-0205,Train,CB12_PARTITION_V1,12026,2c9ed559eebe5eeac5f63c60954c6c5194773ca1cb1d1b882a72ecf6168d7965,2d1ee43d25de7bf0d0657a4649e91d493fafc778f4c408a5781f905ac9ae8db6,False,V15C-HC2-HD1-OT5,HC2,HD1,OT5
CBV15C-0206,Train,CB12_PARTITION_V1,12026,4e8fb1482d5cfe6dc7e66ab6a3a42a5d72edacbc9f9bdb6b824805f76169e7f0,f4fad71d568f569b5ac472a1ea4c33d8a35b2d8646422c2e6576c37e92907313,False,V15C-HC4-HD4-OT15,HC4,HD4,OT15
CBV15C-0207,Test3,CB12_PARTITION_V1,12026,5b60b15a8fd0ab479c2916b167e5c200d8be196696dbf6f282d2cf43fafa1309,8d03e5e982df76edb072babe5301b3dc0d92c0df11ff2c41c389a95f7238b6f9,False,V15C-HC9-HD7-OT2,HC9,HD7,OT2
CBV15C-0208,Test2,CB12_PARTITION_V1,12026,b34abe315fd29fa933a1ecacbbaa409bbc998eb29d6ecb6dd6e53fbce0e3fc62,20049b37d1d2205dd34b4a02adff787f9d8d637c104cb6af63d91069711ce8ed,False,V15C-HC8-HD6-OT5,HC8,HD6,OT5
CBV15C-0209,Train,CB12_PARTITION_V1,12026,663825ddb61ef3f2120b3b05340d76cf2d6c097705d92f73b7833037a82f6e48,9469fb1a072ab2a8508fbecfe897298a7f4f2f15017fb9542e9bc6b614b0e3aa,False,V15C-HC7-HD3-OT8,HC7,HD3,OT8
CBV15C-0210,Train,CB12_PARTITION_V1,12026,7a68e4c189acf56c7b8dc98a0f9a3742beabcae45a70a131b4308d380fe30c4e,7075470e0618cea5721464af3c35bd7b04e1d66520f1ec5a19d5a163994b8082,False,V15C-HC5-HD1-OT8,HC5,HD1,OT8
CBV15C-0211,Train,CB12_PARTITION_V1,12026,485c5d0138046a3dfe075cabe1881120c0d66b9199759356bdb774f6c2fe1ec7,717171932a03d5822bd84f406da152d6c3d6fcda7b582220a496c66d3ea29aea,False,V15C-HC3-HD2-OT3,HC3,HD2,OT3
CBV15C-0212,Train,CB12_PARTITION_V1,12026,23e7a3ab8dbacf40205a2c54450cc0061fe18d95264710a580dbf6e01b4ed13f,f2445f662b420e0207b8de13ef22c997759e1b8fbf41c3b50d1cdcf42aacd1ad,False,V15C-HC1-HD4-OT14,HC1,HD4,OT14
CBV15C-0213,Test1,CB12_PARTITION_V1,12026,54bfcc42aebb61f2fbf284c8226e0297b26b8c3181d59c9ade699b1deb0b64d8,625f060148c30b6ba38c8c7d3c3d24f93bf29a843853c409c99f99986e578f0d,False,V15C-HC6-HD5-OT5,HC6,HD5,OT5
CBV15C-0214,Test4,CB12_PARTITION_V1,12026,865dab50f5f14531734d9d11b5ce82b5023da541dd8c659349c2dd0d48902adb,4b17221efc51cd323b8f0847fd5cc08e63369968818579c4fe65f6ebd77ff747,False,V15C-HC2-HD3-OT4,HC2,HD3,OT4
